word,score
"fast",0.03986014648943613
"performance",0.03610012097354759
"also",0.012966499788888038
"well",0.012164508620653932
"much",0.011735877840798638
"streaming",0.00873138137423565
"slow",0.007665275777802145
"performant",0.007665275777802145
"small",0.0056820861290502594
"efficient",0.005287315457142268
"extremely",0.005287315457142268
"other",0.005079802999636243
"could",0.004576549287281498
"late",0.004247669865643504
"advantage",0.004247669865643504
"improve",0.004247669865643504
"enough",0.004171553147409945
"api",0.004122036927145091
"databinde",0.003817060250814867
"improvement",0.003817060250814867
"gzip",0.003817060250814867
"compression",0.003817060250814867
"bandwidth",0.003817060250814867
"interact",0.003817060250814867
"suffer",0.003817060250814867
"isolate",0.003817060250814867
"recommendable",0.003817060250814867
"effect",0.003817060250814867
"unpredictable",0.003817060250814867
"penalty",0.003817060250814867
"transforming",0.003817060250814867
"recent",0.003817060250814867
"benchmark",0.003817060250814867
"worried",0.003817060250814867
"originally",0.003817060250814867
"stability",0.003817060250814867
"benchmarke",0.003817060250814867
"painfully",0.003817060250814867
"after",0.003817060250814867
"editor",0.003817060250814867
"connector",0.003817060250814867
"automagic",0.003817060250814867
"databinding",0.003817060250814867
"stay",0.003817060250814867
"squeeze",0.003817060250814867
"moderately",0.003817060250814867
"capability",0.003817060250814867
"optimize",0.003817060250814867
"significantly",0.003817060250814867
"reflective",0.003817060250814867
"pointcut",0.003817060250814867
"fire",0.003817060250814867
"log4j",0.003817060250814867
"libs",0.003817060250814867
"dom",0.003817060250814867
"bring",0.003817060250814867
"scalability",0.003817060250814867
"arrive",0.003817060250814867
"most",0.0038036642760922086
"powerful",0.0038036642760922086
"lightweight",0.0035541145668733466
"design",0.0035541145668733466
"many",0.0035541145668733466
"instead",0.003479711757357901
"very",0.0034510536374112713
"as",0.0026996805648802787
"bit",0.002630314905220579
"tell",0.002630314905220579
"conversion",0.002630314905220579
"generic",0.002630314905220579
"model",0.002297213107846289
"generate",0.002297213107846289
"depend",0.002297213107846289
"http://code.google.com/p/genson/wiki/metrics",0.0021098546557277364
"conditional",0.0021098546557277364
"child",0.0021098546557277364
"magic",0.0021098546557277364
"choice",0.0021098546557277364
"transaction",0.0021098546557277364
"last",0.0021098546557277364
"stream",0.0021098546557277364
"else",0.0021098546557277364
"opinion",0.0021098546557277364
"tiny",0.0021098546557277364
"avoid",0.0021098546557277364
"speed",0.0021098546557277364
"certain",0.0021098546557277364
"aspectj",0.0021098546557277364
"aspect",0.0021098546557277364
"large",0.0021098546557277364
"complex",0.0021098546557277364
"result",0.002018057740564099
