word,score
"popular",0.008991821828560067
"library",0.007008786712983099
"personally",0.0056398789612838625
"eclipse",0.0056398789612838625
"sqlite",0.0056398789612838625
"http://www.sqlite.org/",0.0056398789612838625
"actively",0.0056398789612838625
"develop",0.0056398789612838625
"byte",0.004639207653300955
"well",0.004085261457975905
"large",0.0038819553150403114
"community",0.0038819553150403114
"stable",0.0038819553150403114
"widespread",0.0038819553150403114
"opposite",0.0038819553150403114
"sql",0.0038819553150403114
"storage",0.0038819553150403114
"engineering",0.0038819553150403114
"maintain",0.0032276904705192066
"widely",0.0032276904705192066
"manipulation",0.0032276904705192066
"standard",0.0032276904705192066
"news",0.0032276904705192066
"miss",0.0032276904705192066
"provide",0.0031172993175373645
"know",0.003011777377656862
"task",0.002808035695611064
"like",0.002808035695611064
"together",0.002808035695611064
"arg",0.002808035695611064
"pretty",0.002808035695611064
"fix",0.002808035695611064
"user",0.0024998151629805065
"seem",0.0024998151629805065
"objenesis",0.0024998151629805065
"bad",0.0024998151629805065
"inject",0.0024998151629805065
"would",0.0024762822556077257
"solve",0.0022572359164981775
"bug",0.0022572359164981775
"app",0.0022572359164981775
"document",0.0020580368258589013
"tool",0.0020580368258589013
"little",0.0020580368258589013
"less",0.0020580368258589013
"small",0.0020580368258589013
"hard",0.001889675424796871
"great",0.001889675424796871
"constructor",0.001889675424796871
"pojo",0.0017443762863794225
"bean",0.0017443762863794225
"able",0.0017443762863794225
"much",0.0017443762863794225
"result",0.0017443762863794225
"default",0.0016169824429546921
"information",0.0016169824429546921
"most",0.001503896545329163
"good",0.0014025087681697626
"probably",0.0013108652776135084
"proxy",0.0012274651811365342
"database",0.0011511304599798027
"package",0.0011511304599798027
"name",0.001080919494813284
"include",0.0010160677425824444
"problem",0.0010160677425824444
"javassist",0.0009000299224020711
"code",0.0008155243716205982
"read",0.0007534234699225017
"use",0.0006753764038495704
"new",0.0006701689627763176
"simple",0.0006701689627763176
"cglib",0.0006701689627763176
"when",0.0006701689627763176
"object",0.0005807627741578958
"try",0.0005303977818104386
"just",0.0005000835692968113
"more",0.00047136571374712115
"way",0.0004441391554319891
"very",0.0004441391554319891
"file",0.0003705019189873289
"parse",0.0003705019189873289
"could",0.00034837557435526674
"support",0.0002702562681553124
"then",0.0002530586197053567
"create",4.557888142646193e-05
"class",4.4192030471287575e-05
"can",5.921031570247921e-06
