word,score
"can",0.5606547858919011
"use",0.5037793120929869
"class",0.49831634839908745
"support",0.4336729228714925
"library",0.41212626795670104
"allow",0.3409121329603589
"javassist",0.3136247712984402
"proxy",0.29089701443678634
"provide",0.2797420069531466
"code",0.23695807967227348
"object",0.2362000348079554
"runtime",0.23437011890066395
"create",0.2321194096778948
"method",0.22197823429832655
"dynamically",0.21522448764600405
"database",0.2144321834578153
"load",0.2101468724335787
"handle",0.20454727977621534
"such",0.19060638529583582
"cglib",0.18895005898063685
"could",0.1872159418374331
"information",0.18387851337938135
"will",0.18332517910450927
"only",0.1743908558201147
"possible",0.17281496005846303
"convert",0.17214892735578252
"mechanism",0.17050201976875265
"file",0.17006596109862515
"want",0.17006596109862515
"also",0.1694569333904063
"type",0.16795560798278833
"package",0.16678058713385632
"implement",0.16405908323046475
"property",0.16405908323046475
"reflection",0.16141836573450302
"api",0.15909232871483414
"automatically",0.1522197223962862
"parse",0.15116974319877793
"string",0.1506303114363097
"other",0.14875583952067212
"httpclient",0.14808291306866445
"deserialize",0.14199440246930914
"access",0.13806298657563154
"time",0.1313417952709867
"set",0.13079314186508603
"bytecode",0.1271527309607449
"scan",0.1271527309607449
"metadata",0.1271527309607449
"feature",0.12585018211454227
"byte",0.12585018211454227
"then",0.12542031742854257
"give",0.12343925718461646
"may",0.12307359607118028
"remote",0.12177577791702898
"framework",0.12177577791702898
"interface",0.12120708934866099
"need",0.11773205900952038
"nest",0.11738248739187346
"name",0.11718505945033197
"way",0.1167161021026141
"should",0.11556855879003891
"asm",0.11535901662453575
"generate",0.11045038926050525
"model",0.11045038926050525
"work",0.10935710372040061
"look",0.10841823071787313
"able",0.10761224382300202
"already",0.10761224382300202
"part",0.10761224382300202
"source",0.10507343621678936
"custom",0.1025613300593169
"enhance",0.10056362181908482
"mode",0.10056362181908482
"non",0.10056362181908482
"query",0.10056362181908482
"actually",0.09875140574769317
"-",0.0969656714789288
"connect",0.09536454822055866
"available",0.09536454822055866
"fly",0.09536454822055866
"field",0.0922872132996286
"send",0.09133183343777172
"inject",0.09133183343777172
"annotate",0.09133183343777172
"objenesis",0.09133183343777172
"find",0.08837109451654969
"modify",0.08803686554390508
"single",0.08803686554390508
"read",0.08607446367789126
"static",0.08525100988437632
"conversion",0.08525100988437632
"call",0.08397780399139416
"different",0.08283779194537892
"come",0.08283779194537892
"extend",0.08283779194537892
"constructor",0.08283779194537892
"connection",0.08283779194537892
"pojo",0.08070918286725151
"would",0.07941775580733323
"deserialization",0.07880507716259201
"enough",0.07880507716259201
"let",0.07880507716259201
"recommend",0.07880507716259201
"classpath",0.07880507716259201
"very",0.07781073473507608
"same",0.07708260403359818
"good",0.07551010926872535
"server",0.07406355431076987
"version",0.07354734417702599
"map",0.07272425360919658
"however",0.07272425360919658
"directly",0.07272425360919658
"classloader",0.07192753633049226
"generation",0.07192753633049226
"subclasse",0.07192753633049226
"sort",0.07192753633049226
"reference",0.07192753633049226
"requirement",0.07192753633049226
"event",0.07192753633049226
"enhanced",0.07192753633049226
"utility",0.07192753633049226
"retrieve",0.07192753633049226
"store",0.07192753633049226
"box",0.07192753633049226
"lookup",0.07192753633049226
"collect",0.07192753633049226
"as",0.07147739448593843
"well",0.07107375010328905
"datum",0.07031103567019918
"example",0.06992608627222266
"injection",0.06704241454605656
"basic",0.06704241454605656
"offer",0.06704241454605656
"dynamic",0.06704241454605656
"rich",0.06704241454605656
"original",0.06704241454605656
"clone",0.06704241454605656
"builder",0.06704241454605656
"smart",0.06704241454605656
"argument",0.06704241454605656
"recursive",0.06704241454605656
"delete",0.06704241454605656
"modification",0.06704241454605656
"functionality",0.06704241454605656
"manipulation",0.06704241454605656
"index",0.06704241454605656
"know",0.06375250265171661
"so",0.06375250265171661
"authentication",0.06357636548037245
"raw",0.06357636548037245
"meta",0.06357636548037245
"useful",0.06357636548037245
"rely",0.06357636548037245
"mapping",0.06357636548037245
"populate",0.06357636548037245
"content",0.06357636548037245
"site",0.06357636548037245
"arg",0.06357636548037245
"long",0.06357636548037245
"java",0.06357636548037245
"nice",0.06357636548037245
"e.g.",0.06357636548037245
"help",0.06357636548037245
"together",0.06357636548037245
"compile",0.06357636548037245
"save",0.06357636548037245
"compare",0.06357636548037245
"beanutil",0.06357636548037245
"when",0.06298335299354561
"alternatively",0.06088788895851449
"alternative",0.06088788895851449
"happen",0.06088788895851449
"basically",0.06088788895851449
"extract",0.06088788895851449
"configuration",0.06088788895851449
"request",0.06088788895851449
"loop",0.06088788895851449
"many",0.06088788895851449
"unfortunately",0.06088788895851449
"mention",0.05869124369593673
"exist",0.05869124369593673
"base",0.05869124369593673
"setter",0.05869124369593673
"tool",0.05683400658958422
"easily",0.05683400658958422
"generic",0.05683400658958422
"think",0.05683400658958422
"page",0.05683400658958422
"configure",0.05683400658958422
"less",0.05683400658958422
"little",0.05683400658958422
"even",0.055225194630252626
"depend",0.055225194630252626
"log",0.055225194630252626
"level",0.055225194630252626
"hibernate",0.055225194630252626
"lot",0.055225194630252626
"implementation",0.055225194630252626
"module",0.055225194630252626
