word,score
"version",1.144580543754967
"asm",0.9574798379836468
"work",0.8509349633243674
"support",0.7498927624652891
"hibernate",0.7162017428610887
"compatible",0.6317118479445878
"cglib",0.5445435727566965
"deprecate",0.5216737881865026
"incompatible",0.5216737881865026
"android",0.47378388595844084
"jar",0.42562951974616514
"file",0.3920965214218302
"1.5.3",0.3731240947144286
"incompatibility",0.3731240947144286
"add",0.3598678827590677
"problem",0.35905493924386755
"spring",0.34778252545766836
"httpclient",0.3414133829083097
"detail",0.32980239592943206
"link",0.32980239592943206
"will",0.31699978886821395
"still",0.30446082667267177
"use",0.3015409824787349
"require",0.29482640918346814
"one",0.29482640918346814
"come",0.28648069714443547
"great",0.28648069714443547
"look",0.2812097859244834
"dependency",0.2791192574159115
"start",0.26657733894952707
"now",0.25613645865807916
"issue",0.24719265593053708
"can",0.2423663918178531
"fast",0.22616314114171127
"only",0.22616314114171127
"see",0.22616314114171127
"know",0.22047740500385332
"so",0.22047740500385332
"may",0.21281475987308257
"far",0.2082228967497126
"clash",0.2082228967497126
"binary",0.2082228967497126
"elsewhere",0.2082228967497126
"raise",0.2082228967497126
"supply",0.2082228967497126
"java8",0.2082228967497126
"software",0.2082228967497126
"hope",0.2082228967497126
"lib",0.2082228967497126
"cann't",0.2082228967497126
"wsjar",0.2082228967497126
"maybe",0.2082228967497126
"ship",0.2082228967497126
"sni",0.2082228967497126
"conflicting",0.2082228967497126
"namevaluepair",0.2082228967497126
"lollipop",0.2082228967497126
"onwards",0.2082228967497126
"build.gradle",0.2082228967497126
"sync",0.2082228967497126
"secret",0.2082228967497126
"driver",0.2082228967497126
"jsch",0.2082228967497126
"portability",0.2082228967497126
"should",0.1998372995744423
"want",0.1960482607109151
"later",0.1865620473572143
"partially",0.1865620473572143
"arbitrary",0.1865620473572143
"pre",0.1865620473572143
"existing",0.1865620473572143
"lock",0.1865620473572143
"tiny",0.1865620473572143
"speed",0.1865620473572143
"certain",0.1865620473572143
"defaulthttpclient",0.1865620473572143
"httpclientbuilder",0.1865620473572143
"hook",0.1865620473572143
"dynamic",0.17389126272883418
"switch",0.17389126272883418
"protocol",0.17389126272883418
"widely",0.17389126272883418
"indeed",0.17389126272883418
"release",0.17389126272883418
"situation",0.17389126272883418
"not",0.17389126272883418
"sound",0.17389126272883418
"block",0.17389126272883418
"full",0.17389126272883418
"late",0.16490119796471603
"turn",0.16490119796471603
"error",0.16490119796471603
"guess",0.16490119796471603
"reason",0.16490119796471603
"properly",0.16490119796471603
"connect",0.16490119796471603
"fine",0.15792796198614695
"seem",0.15792796198614695
"replace",0.15792796198614695
"robust",0.15223041333633588
"finally",0.15223041333633588
"mention",0.15223041333633588
"web",0.15223041333633588
"app",0.15223041333633588
"remove",0.14741320459173407
"small",0.14741320459173407
"do",0.14741320459173407
"have",0.14741320459173407
"common",0.14741320459173407
"generic",0.14741320459173407
"show",0.14741320459173407
"generate",0.14324034857221773
"depend",0.14324034857221773
"additional",0.14324034857221773
"module",0.14324034857221773
"level",0.14324034857221773
"'d",0.13955962870795574
"project",0.13955962870795574
"default",0.13626711259364868
"source",0.13626711259364868
"run",0.13626711259364868
"client",0.13626711259364868
"most",0.13328866947476353
"powerful",0.13328866947476353
"line",0.13328866947476353
"contain",0.1305695639438376
"probably",0.12806822932903958
"server",0.12806822932903958
"proxy",0.12575235519923578
"-",0.12575235519923578
"however",0.12575235519923578
"interface",0.12575235519923578
"directly",0.12575235519923578
"as",0.12359632796526854
"database",0.12359632796526854
"check",0.12157949917971943
"note",0.11968497974795585
"include",0.11968497974795585
"find",0.11460626320115037
"read",0.11162782008226523
"provide",0.11162782008226523
"make",0.11162782008226523
"other",0.11023870250192666
"new",0.1089087145513393
"here",0.10763302722258132
"custom",0.10640737993654129
"would",0.10299490206263529
"more",0.10193547857277024
"very",0.10091079660955178
"way",0.10091079660955178
"then",0.09294541380865208
"well",0.09217376966520298
"example",0.09068539313428876
"need",0.087247865158841
"create",0.08027462918027195
"code",0.07682625239374491
"library",0.0737208625870823
"object",0.07207574591566286
"class",0.06462540143300666
